SpatialDim,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
DMA,0.9250720142399971,0.9251827260044402,0.9257411957657734,0.9278091263046281,0.9279540387502659,0.9281073333239137,0.9282690118039545,0.9284395383216185,0.9286183588554284,0.9288059408655895
DNK,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
DOM,0.9117736749417713,0.9138336671839217,0.9161840028922709,0.920089895320758,0.9238218118961249,0.9273865761128094,0.9307876336123466,0.9340265905745352,0.937090928533094,0.9399910823585236
DZA,0.8832921661080497,0.8839082465360576,0.8854144538050849,0.889189639967853,0.8928964243533454,0.8965343682345609,0.9001069384357605,0.9036133865478196,0.9070565933797858,0.9104370919160711
ECU,0.8413985494896703,0.8486342370176324,0.8570055360959744,0.8684033964237982,0.8797692686611379,0.8911058465953602,0.9024037573658215,0.9111325371996138,0.9167967594922821,0.9224404612174322
EGY,0.9779576966047456,0.9778906381470632,0.9779450124199284,0.97844697257518,0.9789507369019893,0.9794559860840953,0.9799628668147338,0.9804753987179767,0.9806068033390849,0.9807440509412497
ERI,0.2422106837849608,0.2268397261261932,0.21547892497611487,0.2228924399586466,0.23040614134025106,0.238033405079368,0.24577184347170378,0.24756487468863586,0.24944511480461296,0.25141747901260436
ESP,1.0,0.9999999999999999,0.9997815634152362,0.9993164525273442,0.9988505597031655,0.9988497085415461,0.9988486926866298,0.9988479917990519,0.9988474412150596,0.9988470497003044
EST,0.9851758601753489,0.9874904904928191,0.9900204648071497,0.9928080905788682,0.9955653882224375,0.9982917536018235,0.9986723155390305,0.9990491088032055,0.9994257470159968,0.9998024002385502
ETH,0.0,0.0,0.005713940945045404,0.03124533962819176,0.05657571572167175,0.08169565551855751,0.10660369511690626,0.13128236702368712,0.15573837570267668,0.1799684524440649
FIN,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
FJI,0.9254215001230852,0.9241525584742601,0.9232857979734833,0.9239572354035973,0.9246408628385449,0.9253370258207229,0.9260444041217115,0.9267618443382516,0.9274899610945164,0.9282252680811554
FRA,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
FSM,0.8557829157908692,0.8514010480039146,0.8477124256300822,0.8470400155879091,0.8463879869172107,0.8457577998301332,0.8451497929134921,0.8455179192594143,0.8459039504209553,0.8463088955339344
GAB,0.7494571001155106,0.7465139561953903,0.7446834857045653,0.7477077670603897,0.7504402438147574,0.7572682501032234,0.7638300595218048,0.7701477983391832,0.7762336891654642,0.7820964355241773
GBR,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
GEO,0.9267886913215551,0.9184461562203615,0.9102949020249528,0.903883388314554,0.8975731643292143,0.8976910964269845,0.9016724031010424,0.9056342452096026,0.9095771337574556,0.9134981003371478
GHA,0.630579030089568,0.6383133294403484,0.6485364827792842,0.6660392932598375,0.68352522923908,0.7009925129794387,0.718436910003952,0.7358518016145618,0.7532302120044125,0.7705656887836405
GIN,0.3492742524948399,0.3514045377313204,0.3576133836711466,0.37704926302673436,0.3966270708136088,0.41641210168783727,0.4363957533520666,0.4565723224247803,0.4769287940328819,0.4974537459535582
GMB,0.6738980098089342,0.6756652002056612,0.6793938487436421,0.6896136411861314,0.6997797561632167,0.7098894922672846,0.7199354891967431,0.7299195531983386,0.7398350285279343,0.7496813684413124
GNB,0.3817093298490787,0.3717021882141823,0.36475024232561837,0.3702749544485604,0.37561131863583175,0.3807632710540073,0.3857258569681583,0.39050296440525933,0.3950932233627438,0.3994968124406696
GNQ,0.4007288151640819,0.40487910421023976,0.4132993922156024,0.42730056446265696,0.4324614148499316,0.4376272628652259,0.4427597415871156,0.44783959395305095,0.4492193729014007,0.45066675538704204
GRC,0.9987664223901229,0.9990569981054657,0.9993579575436987,0.9996692613935353,0.9999721528972708,1.0,1.0,1.0,1.0000000000000002,1.0
GRD,0.9338111306784831,0.9358370964227191,0.9363705126720859,0.9310879786763454,0.9312263093133454,0.9313726413687321,0.9315269765401162,0.9316897578782547,0.9318604565248871,0.9320395187085464
GTM,0.8526905641083906,0.8547668513120211,0.8577483468393899,0.8636280227979477,0.8694737070645268,0.8752857674392317,0.8810555436073702,0.8867828467666575,0.8929532580829147,0.8990656998218649
GUY,0.8762698782404514,0.8785283276683423,0.8817812674281359,0.8874755690107069,0.8931676582804934,0.8988539473663554,0.9045307780472167,0.9101947725205727,0.9158396711856096,0.9214631896985694
HND,0.857086329981632,0.8610809314315092,0.8659620678473826,0.8735172332470177,0.8809506465955658,0.8882521755375851,0.8954251120018384,0.9024679416057483,0.9093772987071047,0.916153803818728
HTI,0.4273823022590846,0.4211984654505354,0.418128846627982,0.4266885876893983,0.43522677374638075,0.4437325835323228,0.452119008522337,0.46035682250760257,0.46844889810922075,0.47639934367651215
HUN,0.9995293226533357,0.9995250868748248,0.9995214296082183,0.999526592928878,0.9995319484145794,0.9995373401217328,0.9995427665241188,0.99954822901398,1.0000000000000002,1.0
IDN,0.7656855460243521,0.7732007547117133,0.7822413109859386,0.7956875658363728,0.8089710778732427,0.8220831783022408,0.8350211080839474,0.8477748989726938,0.8603461635645213,0.8727298958955529
IND,0.7902004582552216,0.7947095732528678,0.800587930833785,0.8105484175781422,0.8204470734346979,0.8302791815614262,0.8400381450825785,0.8497198113531877,0.8593155010427433,0.8688195660765206
IRL,0.9477907174913369,0.9455047270296447,0.9434396133403945,0.9424792279444801,0.9415248601469729,0.9405776419260591,0.9396376624420215,0.9387029125242606,0.9377727370434172,0.9378765628026766
IRN,0.9398469200325703,0.9408911523002342,0.942254401386622,0.9447382766721454,0.9471633478007161,0.9495283129948241,0.9518343145030104,0.9540807843406894,0.9562660524674564,0.9583907139616747
IRQ,0.8446882917684486,0.855078910491594,0.8667017197103243,0.8811403009563673,0.8954714160503462,0.9096908954752901,0.9238127476191829,0.937825779855796,0.9517153625611061,0.9654673040023358
ISL,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
ISR,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
ITA,0.9971850252797818,0.9975168650770568,0.9978773902656256,0.9982867172664153,0.9986946473935346,0.9986974248354316,0.9987003541797232,0.9987034438356935,0.9987066837653975,0.9987100824384338
JAM,0.8672702001552766,0.8583696458857276,0.8499358036515711,0.844406087734327,0.8469682135548681,0.849549978099405,0.8521503679405871,0.8547664886252474,0.8573964922245929,0.8600376481182004
JOR,0.9817509894146832,0.9817716803192557,0.9818729223450834,0.9823133667897451,0.9827286605055868,0.982926641641901,0.9831227746286957,0.9833166647393606,0.9835079967533822,0.9836971646066646
JPN,0.9807214679316028,0.9808393802554324,0.9810756209134944,0.9816980794775275,0.9823202363322249,0.9829421839995355,0.9835634042167924,0.9841839525195101,0.9848034952740259,0.9854220814857264
KAZ,0.9039277395898428,0.9069218355345757,0.9105801489317377,0.9153794713163869,0.918648701247314,0.9219010658289494,0.925133853181219,0.9283457774805212,0.9286118119973048,0.928904973948236
KEN,0.3134120320399931,0.30786871490400536,0.3061501665440758,0.3183931337530256,0.33062282955826783,0.34284337228342354,0.35504766803878485,0.367232617521401,0.37939183117336384,0.39151057943836887
KGZ,0.7779014940635118,0.7809183256443005,0.7853851867774949,0.794275069213911,0.8031658222596524,0.8120512929200637,0.820766043859013,0.8279957370070915,0.8351897053461801,0.8423370004076371
KHM,0.48296934234694844,0.48871212773332895,0.49727380717909286,0.5156791854434656,0.5336272644847019,0.551117872298338,0.5681513622941687,0.5847277653978743,0.6008656505215431,0.6165650476338245
KIR,0.518070480410536,0.5167031537054313,0.5180399715258514,0.5290152975275949,0.5398934919118324,0.5506677719009873,0.5612646648748045,0.5716654738204104,0.581872747471627,0.5918868429652464
KNA,0.978404893105342,0.9780835812978527,0.9778783600419311,0.9781165492581397,0.9781604770318827,0.9782069457069341,0.9782559558223805,0.9783076480718084,0.9783618545129131,0.9784187168484035
KOR,0.9852865988751918,0.9862061157085037,0.9872466518630997,0.9885617726075916,0.989873251630668,0.991180418513303,0.9924829814066221,0.9937806871419509,0.9950727098739558,0.9963589406662796
KWT,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
LAO,0.5131140525289251,0.5319329445001507,0.5540058789924497,0.5851169518827349,0.615833013039209,0.6461455738034348,0.6804196460333078,0.7101539865546954,0.7394643516560668,0.7683501150618279
LBN,0.8304922267037815,0.8332847097981463,0.8371834031788131,0.8444355672955325,0.8516775204813866,0.8589080473304037,0.866124889118141,0.8733261345843114,0.8805084601774107,0.8849537187466672
LBR,0.5362405650551991,0.5338944815001793,0.5340867684447425,0.5435800924996114,0.5529663693529575,0.5622498112153026,0.5714271840417215,0.5804924319374428,0.589446215300288,0.5982857482221464
LBY,0.892923857675775,0.9038656098221091,0.9158428438010998,0.929716942613226,0.9435451123850852,0.9573231978322337,0.9710462657934693,0.9847099508380658,0.9983090400731629,0.9983134837040053
LCA,0.8995425779696642,0.9039685955553279,0.909151861125506,0.9162592864558915,0.9233502990888961,0.9304218886633416,0.9374697586029677,0.94449014417292,0.9514784286480538,0.9516107567651102
LKA,0.7838689617300081,0.7832032440505964,0.78379326896272,0.7887939202109665,0.7938329523104993,0.7989090520888772,0.8040175769382649,0.809158402690311,0.8143289213225091,0.8195236337709964
LSO,0.5362698024957866,0.5313479110879497,0.5286125865276591,0.5354185104529477,0.5423190217580268,0.5493202965921419,0.5564130401922167,0.5636028228263893,0.5709090982778491,0.5783301933990175
LTU,0.9128745478990323,0.9179464272558565,0.9239719068123943,0.9315981169654403,0.9391706000043737,0.9466872014179654,0.9541629314445836,0.9615904026403054,0.9686768690617467,0.9689292642603753
LUX,1.0,0.9999999999999999,0.9997978316496764,0.999452184624659,0.9991284014174017,0.9988252175537585,0.9985412074817119,0.9982749567918793,0.9980250311326486,0.9980830802056033
LVA,0.9737372038857015,0.9739283241010653,0.974280869014336,0.9751575580077366,0.9760324549329255,0.9769056264904571,0.9777783590878952,0.9786498751418135,0.9795187778699361,0.9803838317065685
MAR,0.6202485182449962,0.6273886214723702,0.6368917437446663,0.6537296058976779,0.6703891058358243,0.6868587011298825,0.7031376805339935,0.7192145654341283,0.7511162003407172,0.7665159042155756
MCO,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
MDA,0.800146187202939,0.8020243520933322,0.805163095368023,0.8122979585955622,0.8194351380406054,0.826544933897882,0.8337020388477716,0.840893947112635,0.8481125797722973,0.855347802009703
MDG,0.1542771876005984,0.14626858958401678,0.1429631909873349,0.15689936812846406,0.1708658891398973,0.18484965516375207,0.19885223276081765,0.2128669564918444,0.2268821476687496,0.2408843700920712
MDV,0.9586158419966295,0.9625211031571176,0.9667665241432445,0.9717043505841839,0.9765775973677092,0.9813843373853358,0.9861230658232938,0.9907923728681131,0.9921629431930681,0.9926496309035455
MEX,0.9363035846162586,0.9407438082542133,0.9456620436977411,0.9516993942344284,0.9576601322469921,0.9635406118665116,0.9693415477674272,0.9750599288042682,0.9806953418013307,0.9862465280120594
MHL,0.8165947471075008,0.8081839536129923,0.8006285224478734,0.7970548184263967,0.7935919254100406,0.7902404983602028,0.7869989052398894,0.7838676659488754,0.7808422096519083,0.7779242976813199
MKD,0.9581457706072829,0.9579841473316381,0.9580611233895041,0.9589851022593955,0.9599110277201389,0.9608412654304997,0.9617773803983587,0.9627216271881437,0.9636753812102989,0.9646406809247359
MLI,0.4791477210323998,0.4908470654106748,0.5059296135093944,0.5311039323212333,0.5560943698979427,0.5808858829864562,0.6054689133710953,0.6298368873901045,0.6539700225601615,0.677866059388134
MLT,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
MMR,0.44324368952261917,0.4557228815222035,0.4722598962592063,0.5000274301799451,0.5280465163038494,0.5563520359703534,0.5849289643387652,0.6137606535755699,0.6428274259109994,0.6721078375434573
MNE,0.941890056619137,0.9443055015940297,0.9471568259379465,0.9511261980604026,0.9550892310848554,0.9590451026659069,0.9629919704538517,0.9669288323962458,0.9767165667153681,0.9794999964242372
MNG,0.6240445378628643,0.6280698162619743,0.6319452528107324,0.643309448057486,0.6546529755415907,0.6659887686841902,0.6773062604332332,0.6885972753099577,0.6999599862266577,0.7113832387518162
MOZ,0.0763445624798803,0.08465225641896579,0.09917794873989882,0.13257463137148684,0.16636283956749198,0.20052530028933913,0.23503711673801897,0.26987151639408313,0.3050040910069395,0.34043298445289427
MRT,0.348870381942472,0.3595691039698363,0.3747209326531421,0.40293326363335114,0.43122638797747725,0.45957652570219276,0.48795552413696197,0.5163642358647719,0.5447649997482578,0.5731520224669839
MUS,0.994734685375599,0.9951376464813076,0.995587991642234,0.9961361281008322,0.9966839921795266,0.9972311054384121,0.9977782118458716,0.9983244937695922,0.9988692640754722,0.9994123311579222
MWI,0.42627143100607845,0.42531215611644513,0.42770594044846943,0.44169526079007115,0.455675042875885,0.4696512703129979,0.48360232936881564,0.4975328397345945,0.5114276187939097,0.5252767562669907
MYS,0.9548220947187034,0.953840832757528,0.9530825698187607,0.9532744225553008,0.9534888879833773,0.9537216096858717,0.953974336341822,0.9542318955629244,0.9544957508552614,0.9547645795509276
NAM,0.7104284496960744,0.7107712375116225,0.7128258602381764,0.7205772697133924,0.7281905660623741,0.7356530694586393,0.7428967863175193,0.7499104583967523,0.7566955263603787,0.76430250704503
NER,0.14499043723607719,0.13217970700248705,0.12364189856929564,0.13234131719724085,0.14090350790110395,0.14934525856046377,0.15764435944785493,0.16581729762503794,0.17383700910839428,0.18172057621396376
NGA,0.3947766479198622,0.4055204385579205,0.4202857302154972,0.44703862831444063,0.4737843127043989,0.5005179215943004,0.5272157300846938,0.5538818550894947,0.5804938544486913,0.6070412366293678
NIC,0.7129118142740822,0.706971001916248,0.7025424407437456,0.7040811693706414,0.705672486291595,0.7072562400995966,0.7088989163143693,0.7098989570669111,0.7119552332076597,0.7141292691109753
NIU,0.9750075934026396,0.9721038946133344,0.9692418228825194,0.9669540424675936,0.9646791754173957,0.9624179512660741,0.9601713458563197,0.9579406056325263,0.9557259366722415,0.9535287648351403
NLD,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
NOR,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
NPL,0.7817206915487891,0.7850679992772386,0.7897216978919369,0.7985861791619545,0.8073252669034666,0.8159342134389588,0.8244093441041396,0.8327461300212836,0.8409390937994863,0.8489841879769175
NRU,0.960049839989396,0.9579827514406757,0.9560763987878113,0.9550263282434058,0.953985415984583,0.9529546963823986,0.9530604959518625,0.9531720855223885,0.9532891025520123,0.9534118529385152
NZL,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
OMN,0.8157957923838741,0.8183091262575618,0.8230835822399526,0.8312331379274575,0.8391235116549564,0.8467506267965944,0.8541273270701173,0.8611541021930661,0.8678641389767043,0.8738884430413636
PAK,0.8304039084247004,0.8288575640617012,0.8282316097481156,0.8310359243923348,0.8338217064861878,0.8365893787609758,0.8393378056270577,0.8420662701624876,0.8447864640902494,0.8474960487821108
PAN,0.8788273211005699,0.8788278238292545,0.8795171398485347,0.8826229494758154,0.885702746809894,0.8887512579105105,0.894152408339099,0.8995204132977875,0.9048498345593368,0.90955652146064
PER,0.8090052831903654,0.8143838808715632,0.8210260454433386,0.8313206307427999,0.8415273302007177,0.8516477253995093,0.8616725409446391,0.8716034353972179,0.8814563517071945,0.891222808267288
PHL,0.8467047662330287,0.8495966262866431,0.8534811731513482,0.8603699795282577,0.8672256435001323,0.8740496005300101,0.8808385965830139,0.8876098173851353,0.8943592738037918,0.9010813417630128
PLW,0.991964551496904,0.9919464846424849,0.991967124899133,0.9921418840245687,0.9923090078140228,0.9924683932813055,0.9926197285201692,0.9927632257479772,0.9928993088544231,0.9930286617598911
PNG,0.05895222405271816,0.05229922628865935,0.05092225884593138,0.06874807082283285,0.08665750911284631,0.10464669395213899,0.12270429713315079,0.14082534543056546,0.1589990228034862,0.17721278307215227
POL,0.9761698195383364,0.9643233534884476,0.9521379066130687,0.9406806594215259,0.9292350054758102,0.9178071460306546,0.9064344294457733,0.8951361563680801,0.8839265436283406,0.8728223993243984
PRK,0.954768164517412,0.948045093482042,0.9413763905589275,0.9358144824413744,0.9303142773668974,0.9248767208451275,0.9195197027841431,0.914247116072796,0.9090646082929053,0.9039781760313821
PRT,0.9873168588687535,0.9870317076632086,0.9868326805770075,0.9869173806132946,0.987023879441239,0.9871518080157747,0.9873005320919475,0.9874699574638318,0.9876588606814565,0.987867125898255
PRY,0.8470521312655042,0.862864569883342,0.879928110198177,0.8994037561690317,0.9185851406286553,0.937494760341555,0.956129708944812,0.9744840809718626,0.9925566899459435,0.9936430710889628
PSE,0.9189289704406447,0.9231408477245814,0.927976577533063,0.9331453998169429,0.9381838371325225,0.9431661509429815,0.9480893546053155,0.9529511224735362,0.9577482923222034,0.9624779663051208
QAT,0.9987156734647504,0.998780301496938,0.9988550637722687,0.9989541849784137,0.9990528838506784,0.9991514500705686,0.9992495356002236,0.9993474245459634,0.999444919957645,0.9995418359583059
ROU,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
RUS,0.9402447310117594,0.9400401241102162,0.9402000234704818,0.9415858553597151,0.9429895862848771,0.9444068706640355,0.9458368649228304,0.9472779665148784,0.9487264100724349,0.9501807625827206
RWA,0.30030578121153584,0.29782078155934977,0.2995109895082523,0.3154945204274442,0.33168605396642636,0.34808789752719527,0.3646838752910184,0.38147942105806,0.39846189362259643,0.41562303624548635
SAU,0.9799191804427276,0.9794406975112039,0.9790635719957034,0.979103247512603,0.9791451946363018,0.9791895680951507,0.9791812309652481,0.9791757171923005,0.9791725737772459,0.9791725809265082
SDN,0.26378427919483416,0.2636959005008921,0.2680100016473561,0.2872267741257103,0.3064844259964816,0.3257817884386838,0.3451022525366747,0.364436981776018,0.38377043223760243,0.4030909204542027
SEN,0.5732559222859739,0.5820306956422611,0.5935902840417938,0.613488901339318,0.6332906291982064,0.6530253434625547,0.6726744023031159,0.6922342583361202,0.7116794857785875,0.7310020500003576
SGP,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,1.0
SLB,0.5986020564676475,0.5755689612787601,0.5543377193862232,0.5420274497278895,0.5300782535052343,0.5184996444096966,0.5072843292037166,0.4964411510080854,0.4857015839187966,0.489346869823889
SLE,0.26751849116627835,0.2678990832873852,0.27260111852798685,0.29203509549643736,0.311443570206243,0.33082018120191103,0.3501625222997262,0.36949975465913254,0.3888261654849329,0.40813056944488935
